Time_Stamp,Value
2019-06-19 16:17:07,38.29999
2019-06-19 16:17:29,38.70999
2019-06-19 16:18:21,38.42
2019-06-19 16:18:58,39.05
2019-06-19 16:19:18,38.82999
2019-06-19 16:20:15,38.82999
2019-06-19 16:20:20,38.41
2019-06-19 16:20:55,38.67999
2019-06-19 16:21:43,39.06999
2019-06-19 16:22:40,39.06999
2019-06-19 16:23:12,39.41999
2019-06-19 16:24:09,39.41999
2019-06-19 16:24:14,39.48999
2019-06-19 16:24:43,40.12
2019-06-19 16:25:16,39.63999
2019-06-19 16:27:13,39.63999
2019-06-19 16:27:27,39.50999
2019-06-19 16:28:04,39.25999
2019-06-19 16:28:32,38.88999
2019-06-19 16:29:29,38.88999
2019-06-19 16:30:09,38.75999
2019-06-19 16:31:00,38.50999
2019-06-19 16:31:39,38.24999
2019-06-19 16:32:36,38.24999
2019-06-19 16:33:14,37.82999
2019-06-19 16:34:12,37.82999
2019-06-19 16:34:32,38.13
2019-06-19 16:35:28,38.45
2019-06-19 16:36:20,38.77
2019-06-19 16:38:17,38.77
2019-06-19 16:38:20,39.48
2019-06-19 16:38:47,38.98999
2019-06-19 16:39:38,39.50999
2019-06-19 16:40:36,39.50999
2019-06-19 16:41:37,39.73
2019-06-19 16:42:09,40.37
2019-06-19 16:42:43,40.12999
2019-06-19 16:43:40,40.12999
2019-06-19 16:44:14,39.85999
2019-06-19 16:44:48,40.52999
2019-06-19 16:45:14,39.64999
2019-06-19 16:45:39,40.09999
2019-06-19 16:46:37,40.09999
2019-06-19 16:46:41,39.82999
2019-06-19 16:47:38,39.82999
2019-06-19 16:48:09,40.29999
2019-06-19 16:48:38,39.86999
2019-06-19 16:49:11,40.09
2019-06-19 16:49:53,39.73
2019-06-19 16:50:27,40.15999
2019-06-19 16:51:10,40.05
2019-06-19 16:52:08,40.05
2019-06-19 16:52:16,39.57999
2019-06-19 16:52:37,39.93999
2019-06-19 16:53:27,39.81999
2019-06-19 16:54:15,39.57999
2019-06-19 16:55:10,39.17999
2019-06-19 16:55:45,39.56999
2019-06-19 16:56:39,39.27999
2019-06-19 16:57:36,39.27999
2019-06-19 16:57:48,39.43999
2019-06-19 16:59:46,39.43999
2019-06-19 17:00:12,39.92999
2019-06-19 17:00:46,39.46999
2019-06-19 17:01:29,38.94999
2019-06-19 17:02:10,38.70999
2019-06-19 17:02:41,38.24999
2019-06-19 17:03:37,38.24999
2019-06-19 17:04:03,37.67999
2019-06-19 17:04:28,37.2
2019-06-19 17:05:23,38.01999
2019-06-19 17:07:20,38.01999
2019-06-19 17:07:37,37.49
2019-06-19 17:08:35,37.49
2019-06-19 17:09:04,37.27999
2019-06-19 17:09:26,37.98999
2019-06-19 17:10:11,38.1
2019-06-19 17:10:37,37.45999
2019-06-19 17:11:19,37.24999
2019-06-19 17:12:16,37.24999
2019-06-19 17:12:22,37.84
2019-06-19 17:13:19,37.40999
2019-06-19 17:13:41,36.72999
2019-06-19 17:14:34,37.48
2019-06-19 17:15:01,36.91999
2019-06-19 17:15:20,37.61999
2019-06-19 17:15:51,38.74
2019-06-19 17:16:48,38.74
2019-06-19 17:17:04,38.96999
2019-06-19 17:17:31,38.19999
2019-06-19 17:18:17,37.70999
2019-06-19 17:18:40,38.51999
2019-06-19 17:19:23,39.17999
2019-06-19 17:20:20,39.17999
2019-06-19 17:20:48,38.8
2019-06-19 17:21:10,38.10999
2019-06-19 17:21:53,37.49999
2019-06-19 17:22:13,38.35999
2019-06-19 17:22:34,38.94999
2019-06-19 17:22:58,39.41999
2019-06-19 17:23:26,38.84999
2019-06-19 17:24:23,38.84999
2019-06-19 17:24:28,37.78999
2019-06-19 17:25:08,37.16999
2019-06-19 17:25:56,37.85999
2019-06-19 17:26:54,37.85999
2019-06-19 17:27:35,36.98999
2019-06-19 17:27:57,37.39999
2019-06-19 17:28:55,37.39999
2019-06-19 17:29:28,36.95999
2019-06-19 17:29:44,36.23
2019-06-19 17:31:41,36.23
2019-06-19 17:31:58,36.63999
2019-06-19 17:32:29,37.16999
2019-06-19 17:33:21,37.78999
2019-06-19 17:34:18,37.78999
2019-06-19 17:34:25,38.17999
2019-06-19 17:34:42,37.64999
2019-06-19 17:36:40,37.64999
2019-06-19 17:36:52,37.91999
2019-06-19 17:37:25,38.45
2019-06-19 17:38:11,38.71999
2019-06-19 17:39:08,38.71999
2019-06-19 17:39:33,39.13999
2019-06-19 17:40:07,39.88999
2019-06-19 17:40:37,39.54999
2019-06-19 17:41:22,39.99999
2019-06-19 17:42:17,39.44999
2019-06-19 17:43:15,38.63999
2019-06-19 17:44:09,39.13999
2019-06-19 17:44:34,38.68999
2019-06-19 17:45:18,38.13
2019-06-19 17:45:39,38.82999
2019-06-19 17:46:02,38.49999
2019-06-19 17:46:42,39.10999
2019-06-19 17:48:40,39.10999
2019-06-19 17:48:47,38.38998
2019-06-19 17:49:45,38.38998
