Refno Claim,Claim Registration Date,Repair Date,Repairing Dealer,State,Job Number,Vehicle Marketing Type,Product Id,Causal Part Number,Causal Part Name,Function Group 4 Digits,Fgrp 4 Digits Description,Chassis Number,Vehicle Registration Number,Vehicle Mileage On Claim (km),Number OfRepairs,Total Labor Payment Local,Total Material Payment Local,Total Other Payment Local,Total Payment Local,Total_Payment,Company,Delivery Importer,Credit Date,Debit Code,Credit Period,Model_,Year
7958907,,25/02/2014,93351,QLD,1,FM11 64T,,21986114,"FAN HUB, ASSY",2633,,134249,,401844,,114.4,481.25,0,595.65,595.65,,,41718,9,41699,FM11,2014
244118,,28/02/2014,691188,SA,1,FM11 64T,,21351717,"INJECTOR SLEEVE, SPARE PART KIT",2119,,134264,,360216,,1281,465.89,0,1746.89,1746.89,,,41718,9,41699,FM11,2014
7959034,,7/02/2014,93351,QLD,2,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,135303,,326533,,0,459.91,72.8,532.71,532.71,,,41718,9,41699,FM11,2014
7959903,,25/03/2014,93351,QLD,1,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,134224,,374639,,72.8,390.36,0,463.16,463.16,,,41725,9,41699,FM11,2014
7959720,,14/03/2014,93351,QLD,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,134237,,380070,,52,174.92,0,226.92,226.92,,,41725,9,41699,FM11,2014
125473,,24/03/2014,92767,WA,1,FM11 64T,130959,1674083,"PRESSURE CAP, (75KPA)",2613,,134252,,430901,,24.4,35.88,0,60.28,60.28,,,41725,9,41699,FM11,2014
130657,,19/03/2014,93385,NSW,1,FM11 64T,800239,21076114,EXHAUST PRESSURE GOVERNOR,2538,,134564,,429732,,105.3,2104.78,0,2210.08,2210.08,,,41725,9,41699,FM11,2014
7959689,,3/03/2014,93351,QLD,1,FM11 64T,,20537934,"BRACKET, CHARGE AIR PIPE",2652,,135303,,330168,,228.8,91.91,0,320.71,320.71,,,41725,9,41699,FM11,2014
7960086,,20/03/2014,93351,QLD,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,132237,,358621,,52,174.92,0,226.92,226.92,,,41732,9,41730,FM11,2014
7960075,,28/03/2014,92197,SA,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,132607,,558710,,62.4,200.66,0,263.06,263.06,,,41732,9,41730,FM11,2014
7960075,,28/03/2014,92197,SA,2,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,132607,,558710,,72.8,200.66,0,273.46,273.46,,,41732,9,41730,FM11,2014
7959212,,6/03/2014,92197,SA,1,FM11 64T,,21050240,"FLANGE SCREW, LOW HEAD",2153,,132706,,385790,,1705.6,5846.22,0,7551.82,7551.82,,,41732,9,41730,FM11,2014
7960161,,5/03/2014,93351,QLD,2,FM11 64T,,21312237,"CHARGE AIR HOSE, HOT SIDE",2652,,132799,,430769,,52,244.09,0,296.09,296.09,,,41732,9,41730,FM11,2014
7960088,,24/03/2014,93351,QLD,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,132810,,357513,,52,174.92,0,226.92,226.92,,,41732,9,41730,FM11,2014
7960092,,3/03/2014,93351,QLD,2,FM11 64T,,22022794,"OIL LEVEL SENSOR, OIL LEVEL & TEMP",2846,,133430,,426716,,228.8,174.92,0,403.72,403.72,,,41732,9,41730,FM11,2014
7959421,,13/03/2014,92197,SA,1,FM11 64T,,21986114,"FAN HUB, ASSY",2633,,134288,,409438,,582.4,2438.64,0,3021.04,3021.04,,,41732,9,41730,FM11,2014
244190,,8/03/2014,691188,SA,2,FM11 64T,,21077944,"EXHAUST PRESSURE GOVERNOR, MARACCAS",2538,,134291,,433214,,158.6,2102.82,0,2261.42,2261.42,,,41732,9,41730,FM11,2014
244190,,8/03/2014,691188,SA,1,FM11 64T,,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,134291,,433214,,207.4,349.83,0,557.23,557.23,,,41732,9,41730,FM11,2014
244203,,10/03/2014,691188,SA,1,FM11 64T,,20981224,"FAN, ER130 + TR680KSR",2631,,134298,,415804,,280.6,1422.72,0,1703.32,1703.32,,,41732,9,41730,FM11,2014
7959741,,14/03/2014,93351,QLD,2,FM11 64T,,20576455,"EXHAUST MANIFOLD, MIDDLE",2515,,134302,,448903,,436.8,174.54,0,611.34,611.34,,,41732,9,41730,FM11,2014
7959741,,14/03/2014,93351,QLD,1,FM11 64T,,21076114,EXHAUST PRESSURE GOVERNOR,2538,,134302,,448903,,197.6,2102.82,0,2300.42,2300.42,,,41732,9,41730,FM11,2014
7959741,,14/03/2014,93351,QLD,3,FM11 64T,,21312238,"CHARGE AIR HOSE, HOT SIDE",2652,,134302,,448903,,52,117.77,0,169.77,169.77,,,41732,9,41730,FM11,2014
7960138,,27/03/2014,93351,QLD,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,134730,,214277,,52,154.73,0,206.73,206.73,,,41732,9,41730,FM11,2014
7959892,,21/03/2014,93351,QLD,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,135334,,272549,,93.6,174.92,0,268.52,268.52,,,41732,9,41730,FM11,2014
7960077,,20/03/2014,93351,QLD,1,FM11 64T,,22000731,"DIPSTICK, OIL",2215,,135353,,224349,,41.6,60.41,0,102.01,102.01,,,41732,9,41730,FM11,2014
7960087,,21/03/2014,93351,QLD,2,FM11 64T,,20801538,"OIL PAN, ASSY",2171,,132792,,341109,,166.4,2022.11,0,2188.51,2188.51,,,41739,9,41730,FM11,2014
7959170,,6/03/2014,92197,SA,1,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,133153,,182044,,166.4,459.91,0,626.31,626.31,,,41739,9,41730,FM11,2014
7960522,,5/04/2014,92197,SA,1,FM11 64T,,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,134219,,389825,,31.2,200.66,0,231.86,231.86,,,41739,9,41730,FM11,2014
411269,,18/03/2014,542457,WA,1,FM11 64T,,21523867,?,2170,,134226,,149633,,198.9,1564.62,0,1763.52,1763.52,,,41739,9,41730,FM11,2014
244366,,8/04/2014,691188,SA,1,FM11 64T,,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,134236,,414915,,183,174.92,0,357.92,357.92,,,41739,9,41730,FM11,2014
7960331,,1/04/2014,93351,QLD,1,FM11 64T,,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,134245,,381253,,52,174.92,0,226.92,226.92,,,41739,9,41730,FM11,2014
7960330,,28/03/2014,93351,QLD,1,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,134251,,400653,,72.8,390.36,0,463.16,463.16,,,41739,9,41730,FM11,2014
7960518,,3/04/2014,70287,WA,1,FM11 64T,,20513343,SENSOR,2846,,134275,,351212,,166.4,96.2,0,262.6,262.6,,,41739,9,41730,FM11,2014
7959741,,14/03/2014,93351,QLD,4,FM11 64T,,21751671,"SOFTWARE, MSW, TECU",2840,,134302,,448903,,104,0,0,104,104,,,41739,9,41730,FM11,2014
130623,,7/03/2014,93385,NSW,1,FM11 64T,133441,21351717,"INJECTOR SLEEVE, SPARE PART KIT",2119,,134594,,396514,,1088.1,513.43,0,1601.53,1601.53,,,41739,9,41730,FM11,2014
130658,,21/02/2014,93385,NSW,1,FM11 64T,132012,21316562,"TURBOCHARGER, HX52W-D98K66RAV/ VOLVO",2551,,134594,,388791,,479.7,2991.68,0,3471.38,3471.38,,,41739,9,41730,FM11,2014
7959689,,3/03/2014,93351,QLD,2,FM11 64T,,21316562,"TURBOCHARGER, HX52W-D98K66RAV/ VOLVO",2551,,135303,,330168,,624,2589.01,0,3213.01,3213.01,,,41739,9,41730,FM11,2014
7959911,,28/02/2014,93351,QLD,4,FM11 64T,,3092340,SEALANT,2150,,135334,,266668,,1112.8,45.96,0,1158.76,1158.76,,,41739,9,41730,FM11,2014
7959911,,28/02/2014,93351,QLD,3,FM11 64T,,8148259,"CRANKSHAFT SEAL, REAR",2167,,135334,,266668,,0,120.21,0,120.21,120.21,,,41739,9,41730,FM11,2014
7959911,,28/02/2014,93351,QLD,5,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,135334,,266668,,93.6,174.92,0,268.52,268.52,,,41739,9,41730,FM11,2014
7959911,,28/02/2014,93351,QLD,2,FM11 64T,,21580956,"CYLINDER, ASSY, CLUTCH",4134,,135334,,266668,,821.6,3022.41,0,3844.01,3844.01,,,41739,9,41730,FM11,2014
7960322,,25/03/2014,93351,QLD,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,135353,,224349,,72.8,0,227.27,300.07,300.07,,,41739,9,41730,FM11,2014
7960161,,5/03/2014,93351,QLD,1,FM11 64T,,20801083,"COMPANION FLANGE, ASSY, OUTPUT SHAFT",4659,,132799,,430769,,0,360.03,0,360.03,360.03,,,41745,9,41730,FM11,2014
7960546,,9/04/2014,70287,WA,3,FM11 64T,,8086970,"IDLER PULLEY, 10PK GROOVED PLASTIC",2634,,133213,,100394,,20.8,26.84,0,47.64,47.64,,,41745,9,41730,FM11,2014
7960546,,9/04/2014,70287,WA,5,FM11 64T,,20997774,"V-RIBBED BELT, A/C COMPRESS 8K, L=1560",2634,,133213,,100394,,104,69.55,0,173.55,173.55,,,41745,9,41730,FM11,2014
7960546,,9/04/2014,70287,WA,4,FM11 64T,,20983634,"V-RIBBED BELT, WATER PUMP 1.4 FAN 1.5",2634,,133213,,100394,,41.6,42.64,0,84.24,84.24,,,41745,9,41730,FM11,2014
7960589,,27/03/2014,93351,QLD,2,FM11 64T,,21412472,"TEMPERATURE SENSOR, DARTS PIGTAIL, A CODED",2846,,133434,,464622,,62.4,174.92,0,237.32,237.32,,,41745,9,41730,FM11,2014
7959908,,24/03/2014,93351,QLD,1,FM11 64T,,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,134210,,375505,,145.6,349.83,0,495.43,495.43,,,41745,9,41730,FM11,2014
7960091,,28/03/2014,92197,SA,1,FM11 64T,,20576455,"EXHAUST MANIFOLD, MIDDLE",2515,,134211,,388989,,249.6,146.28,238.82,634.7,634.7,,,41745,9,41730,FM11,2014
7960483,,26/03/2014,93351,QLD,1,FM11 64T,,22094913,"OIL FILTER HOUSING, ASSY",2222,,134274,,398217,,145.6,1082.74,0,1228.34,1228.34,,,41745,9,41730,FM11,2014
7960518,,3/04/2014,70287,WA,3,FM11 64T,,20997774,"V-RIBBED BELT, A/C COMPRESS 8K, L=1560",2634,,134275,,351212,,104,69.55,0,173.55,173.55,,,41745,9,41730,FM11,2014
125528,,12/03/2014,92767,WA,1,FM11 64T,131082,20576455,"EXHAUST MANIFOLD, MIDDLE",2515,,134928,,280475,,341.6,155.1,360,856.7,856.7,,,41745,9,41730,FM11,2014
125543,,5/03/2014,92767,WA,4,FM11 64T,131891,20804638,"SEALING STRIP, VALVE COVER",2115,,134963,,388920,,73.2,106.07,0,179.27,179.27,,,41745,9,41730,FM11,2014
125543,,5/03/2014,92767,WA,3,FM11 64T,131891,1674083,"PRESSURE CAP, (75KPA)",2613,,134963,,388920,,24.4,35.88,0,60.28,60.28,,,41745,9,41730,FM11,2014
125543,,5/03/2014,92767,WA,2,FM11 64T,131891,20555313,"CONNECTION PIPE, COOLANT BY-PASS",2629,,134963,,388920,,122,118.18,0,240.18,240.18,,,41745,9,41730,FM11,2014
125543,,5/03/2014,92767,WA,1,FM11 64T,131891,21097978,"SENSOR, BOOST PRESSURE/TEMP",2846,,134963,,388920,,219.6,163.1,0,382.7,382.7,,,41745,9,41730,FM11,2014
7960629,,26/03/2014,93351,QLD,1,FM11 64T,,22022794,"OIL LEVEL SENSOR, OIL LEVEL & TEMP",2846,,135325,,287212,,0,174.92,228.8,403.72,403.72,,,41745,9,41730,FM11,2014
7960608,,7/04/2014,93351,QLD,1,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,135350,,260088,,72.8,390.36,0,463.16,463.16,,,41745,9,41730,FM11,2014
411319,,20/03/2014,542457,WA,1,FM11 64T,,21318650,"INLET MANIFOLD, WITH SEAL",2511,,135655,,292943,,631.8,102.27,0,734.07,734.07,,,41745,9,41730,FM11,2014
7960225,,26/03/2014,93351,QLD,1,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,133436,,310010,,72.8,521.61,0,594.41,594.41,,,41753,9,41730,FM11,2014
244415,,22/04/2014,691188,SA,1,FM11 64T,,8086970,"IDLER PULLEY, 10PK GROOVED PLASTIC",2634,,134242,,463809,,85.4,27.5,0,112.9,112.9,,,41753,9,41730,FM11,2014
7960815,,14/04/2014,93351,QLD,1,FM11 64T,,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,135483,,215696,,52,309.46,0,361.46,361.46,,,41753,9,41730,FM11,2014
7960011,,27/03/2014,92197,SA,1,FM11 64T,,21986114,"FAN HUB, ASSY",2633,,136191,,177017,,800.8,3303.44,0,4104.24,4104.24,,,41753,9,41730,FM11,2014
125663,,11/04/2014,92767,WA,1,FM11 64T,127978,21351717,"INJECTOR SLEEVE, SPARE PART KIT",2119,,132500,,48458,,1110.2,567.11,0,1677.31,1677.31,,,41767,9,41760,FM11,2014
7959736,,14/03/2014,93351,QLD,1,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,132734,,356897,,72.8,417.2,0,490,490,,,41767,9,41760,FM11,2014
7960760,,10/04/2014,93351,QLD,1,FM11 64T,,21076114,EXHAUST PRESSURE GOVERNOR,2538,,132792,,350448,,93.6,1860.18,0,1953.78,1953.78,,,41767,9,41760,FM11,2014
7960760,,10/04/2014,93351,QLD,2,FM11 64T,,22219283,"SENSOR, NOX 600 MM, POST-SCR",2846,,132792,,350448,,447.2,867.75,0,1314.95,1314.95,,,41767,9,41760,FM11,2014
7960552,,4/04/2014,92197,SA,1,FM11 64T,,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,132828,,347545,,104,200.66,0,304.66,304.66,,,41767,9,41760,FM11,2014
7960552,,4/04/2014,92197,SA,2,FM11 64T,,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,132828,,347545,,52,174.92,0,226.92,226.92,,,41767,9,41760,FM11,2014
7961041,,24/04/2014,92197,SA,2,FM11 64T,,21312238,"CHARGE AIR HOSE, HOT SIDE",2652,,133077,,187652,,52,117.77,0,169.77,169.77,,,41767,9,41760,FM11,2014
7960546,,9/04/2014,70287,WA,2,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,133213,,100394,,135.2,780.73,0,915.93,915.93,,,41767,9,41760,FM11,2014
130759,,3/04/2014,93385,NSW,1,FM11 64T,133629,20981224,"FAN, ER130 + TR680KSR",2631,,133218,,313865,,245.7,1424.92,0,1670.62,1670.62,,,41767,9,41760,FM11,2014
7961327,,22/04/2014,70287,WA,3,FM11 64T,,8086970,"IDLER PULLEY, 10PK GROOVED PLASTIC",2634,,133227,,151263,,62.4,26.84,0,89.24,89.24,,,41767,9,41760,FM11,2014
7961327,,22/04/2014,70287,WA,5,FM11 64T,,21955032,"V-RIBBED BELT, 10PK 1342 VOLVO",2634,,133227,,151263,,72.8,42.64,0,115.44,115.44,,,41767,9,41760,FM11,2014
125771,,26/04/2014,92767,WA,1,FM11 64T,129594,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,133746,,160306,,122,200.66,0,322.66,322.66,,,41767,9,41760,FM11,2014
7960535,,9/04/2014,92197,SA,1,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,134194,,425095,,166.4,459.91,0,626.31,626.31,,,41767,9,41760,FM11,2014
7960535,,9/04/2014,92197,SA,2,FM11 64T,,8086970,"IDLER PULLEY, 10PK GROOVED PLASTIC",2634,,134194,,425095,,145.6,459.84,0,605.44,605.44,,,41767,9,41760,FM11,2014
244375,,9/04/2014,691188,SA,1,FM11 64T,,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,134236,,415351,,207.4,418.68,0,626.08,626.08,,,41767,9,41760,FM11,2014
7961141,,26/04/2014,480277,TA,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,134238,,393804,,114.4,174.92,0,289.32,289.32,,,41767,9,41760,FM11,2014
7960330,,28/03/2014,93351,QLD,2,FM11 64T,,21076114,EXHAUST PRESSURE GOVERNOR,2538,,134251,,400653,,93.6,2102.82,0,2196.42,2196.42,,,41767,9,41760,FM11,2014
244511,,6/05/2014,691188,SA,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,134264,,390440,,207.4,174.92,0,382.32,382.32,,,41767,9,41760,FM11,2014
7960247,,28/03/2014,93351,QLD,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,134274,,398217,,197.6,405.21,0,602.81,602.81,,,41767,9,41760,FM11,2014
7960518,,3/04/2014,70287,WA,2,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,134275,,351212,,135.2,784.94,0,920.14,920.14,,,41767,9,41760,FM11,2014
244447,,28/04/2014,691188,SA,2,FM11 64T,,21547925,"PRESSURE HOSE, TURBOCHARGER",2213,,134285,,423121,,61,154.35,0,215.35,215.35,,,41767,9,41760,FM11,2014
244447,,28/04/2014,691188,SA,3,FM11 64T,,8086970,"IDLER PULLEY, 10PK GROOVED PLASTIC",2634,,134285,,423121,,85.4,26.84,0,112.24,112.24,,,41767,9,41760,FM11,2014
244447,,28/04/2014,691188,SA,5,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,134285,,423121,,134.2,174.92,0,309.12,309.12,,,41767,9,41760,FM11,2014
125776,,29/04/2014,92767,WA,2,FM11 64T,130491,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,134379,,318449,,24.4,200.66,0,225.06,225.06,,,41767,9,41760,FM11,2014
125776,,29/04/2014,92767,WA,1,FM11 64T,130491,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,134379,,318449,,109.8,201.83,0,311.63,311.63,,,41767,9,41760,FM11,2014
7961354,,19/04/2014,70287,WA,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,134540,,207858,,135.2,200.66,0,335.86,335.86,,,41767,9,41760,FM11,2014
130805,,30/03/2014,93385,NSW,1,FM11 64T,132860,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,134578,,436450,,152.1,200.66,0,352.76,352.76,,,41767,9,41760,FM11,2014
7960968,,10/04/2014,92197,SA,1,FM11 64T,,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,134785,,423012,,0,349.83,104,453.83,453.83,,,41767,9,41760,FM11,2014
2000576,,16/04/2014,880625,VIC,2,FM11 64T,,21012932,"HOSE, HEATER",2615,,134928,,288851,,117,42.17,0,159.17,159.17,,,41767,9,41760,FM11,2014
7960322,,25/03/2014,93351,QLD,2,FM11 64T,,21986114,"FAN HUB, ASSY",2633,,135353,,224349,,228.8,726.35,0,955.15,955.15,,,41767,9,41760,FM11,2014
7960745,,8/04/2014,70287,WA,1,FM11 64T,,21146755,"FAN HUB, ASSY",2633,,135868,,160529,,114.4,437.15,0,551.55,551.55,,,41767,9,41760,FM11,2014
7961037,,8/04/2014,93351,QLD,1,FM11 64T,,21189194,"CAMSHAFT, VEB",2154,,132778,,360819,,572,3306.89,0,3878.89,3878.89,,,41774,9,41760,FM11,2014
7961037,,8/04/2014,93351,QLD,2,FM11 64T,,21076114,EXHAUST PRESSURE GOVERNOR,2538,,132778,,360819,,93.6,2124.95,0,2218.55,2218.55,,,41774,9,41760,FM11,2014
7961478,,1/05/2014,93351,QLD,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,132792,,358447,,52,349.83,0,401.83,401.83,,,41774,9,41760,FM11,2014
7961718,,8/05/2014,93351,QLD,1,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,132811,,341776,,72.8,390.36,0,463.16,463.16,,,41774,9,41760,FM11,2014
7961041,,24/04/2014,92197,SA,1,FM11 64T,,20576455,"EXHAUST MANIFOLD, MIDDLE",2515,,133077,,187652,,249.6,181.26,238.82,669.68,669.68,,,41774,9,41760,FM11,2014
7961041,,24/04/2014,92197,SA,3,FM11 64T,,21076114,EXHAUST PRESSURE GOVERNOR,2538,,133077,,187652,,93.6,2102.82,0,2196.42,2196.42,,,41774,9,41760,FM11,2014
7961696,,3/05/2014,92197,SA,2,FM11 64T,,20804638,"SEALING STRIP, VALVE COVER",2115,,133153,,190928,,62.4,106.07,0,168.47,168.47,,,41774,9,41760,FM11,2014
7960947,,18/04/2014,93351,QLD,1,FM11 64T,,21567736,"SENSOR, NOX 600 MM",2846,,133430,,426716,,93.6,865.8,0,959.4,959.4,,,41774,9,41760,FM11,2014
7960893,,23/04/2014,766085,NSW,1,FM11 64T,,22219283,"SENSOR, NOX 600 MM, POST-SCR",2846,,134152,,230280,,52,865.8,0,917.8,917.8,,,41774,9,41760,FM11,2014
7960811,,12/04/2014,93351,QLD,1,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,134220,,398285,,72.8,780.73,0,853.53,853.53,,,41774,9,41760,FM11,2014
7961550,,2/05/2014,93351,QLD,3,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,134238,,402133,,72.8,390.36,0,463.16,463.16,,,41774,9,41760,FM11,2014
7961550,,2/05/2014,93351,QLD,2,FM11 64T,,21312237,"CHARGE AIR HOSE, HOT SIDE",2652,,134238,,402133,,52,244.09,0,296.09,296.09,,,41774,9,41760,FM11,2014
7961550,,2/05/2014,93351,QLD,1,FM11 64T,,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,134238,,402133,,62.4,174.92,0,237.32,237.32,,,41774,9,41760,FM11,2014
7961475,,24/04/2014,93351,QLD,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,134245,,395712,,62.4,174.92,0,237.32,237.32,,,41774,9,41760,FM11,2014
244442,,23/04/2014,691188,SA,1,FM11 64T,,8172938,"SEAL, OUTPUT SHAFT",4658,,134264,,383913,,170.8,515.62,0,686.42,686.42,,,41774,9,41760,FM11,2014
7960934,,16/04/2014,93351,QLD,1,FM11 64T,,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,134279,,417157,,104,200.66,0,304.66,304.66,,,41774,9,41760,FM11,2014
7960942,,17/04/2014,93351,QLD,1,FM11 64T,,21634021,"PRESSURE SENSOR, FUEL / OIL PRESSURE",2846,,134279,,417157,,104,201.64,0,305.64,305.64,,,41774,9,41760,FM11,2014
244447,,28/04/2014,691188,SA,1,FM11 64T,,21351717,"INJECTOR SLEEVE, SPARE PART KIT",2119,,134285,,423121,,1354.2,88.11,0,1442.31,1442.31,,,41774,9,41760,FM11,2014
7961470,,5/05/2014,93351,QLD,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,134733,,220595,,52,154.73,0,206.73,206.73,,,41774,9,41760,FM11,2014
2000608,,28/04/2014,880625,VIC,1,FM11 64T,,21412639,"THERMOSTAT, SLEEVE TYPE, 82 DEGREES",2627,,134928,,292599,,257.4,125.03,0,382.43,382.43,,,41774,9,41760,FM11,2014
2000608,,28/04/2014,880625,VIC,2,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,134928,,292599,,163.8,174.92,0,338.72,338.72,,,41774,9,41760,FM11,2014
2000608,,28/04/2014,880625,VIC,3,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,134928,,292599,,23.4,174.92,0,198.32,198.32,,,41774,9,41760,FM11,2014
7961507,,24/04/2014,93351,QLD,1,FM11 64T,,21746206,"PRESSURE SENSOR, CRANKCASE",2846,,135313,,262226,,0,174.92,52,226.92,226.92,,,41774,9,41760,FM11,2014
7961506,,13/04/2014,93351,QLD,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,135313,,259355,,0,174.92,52,226.92,226.92,,,41774,9,41760,FM11,2014
7961483,,30/04/2014,93351,QLD,1,FM11 64T,,22022794,"OIL LEVEL SENSOR, OIL LEVEL & TEMP",2846,,135334,,279247,,249.6,174.92,0,424.52,424.52,,,41774,9,41760,FM11,2014
7960817,,17/04/2014,93351,QLD,1,FM11 64T,,22000731,"DIPSTICK, OIL",2215,,135342,,194167,,41.6,60.41,0,102.01,102.01,,,41774,9,41760,FM11,2014
244421,,21/04/2014,691188,SA,1,FM11 64T,,21302639,"PRESSURE SENSOR, FUEL/OIL",2846,,136016,,251452,,183,401.31,0,584.31,584.31,,,41774,9,41760,FM11,2014
7960768,,16/04/2014,92197,SA,1,FM11 64T,,21826612,"IDLER GEAR, LOWER",2153,,132607,,621031,,1653.6,3841.22,0,5494.82,5494.82,,,41781,9,41760,FM11,2014
7961912,,13/05/2014,93351,QLD,1,FM11 64T,,21521353,"OIL LEVEL SENSOR, OIL LEVEL & TEMP",2846,,132810,,380256,,208,223.2,0,431.2,431.2,,,41781,9,41760,FM11,2014
7961327,,22/04/2014,70287,WA,4,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,133227,,151263,,62.4,850.28,0,912.68,912.68,,,41781,9,41760,FM11,2014
7961327,,22/04/2014,70287,WA,2,FM11 64T,,21984358,"SENSOR, NOX 600 MM, POST-SCR",2846,,133227,,151263,,72.8,867.75,0,940.55,940.55,,,41781,9,41760,FM11,2014
7961885,,6/05/2014,93351,QLD,1,FM11 64T,,22022794,"OIL LEVEL SENSOR, OIL LEVEL & TEMP",2846,,133430,,444120,,249.6,174.92,0,424.52,424.52,,,41781,9,41760,FM11,2014
7961932,,5/05/2014,93351,QLD,1,FM11 64T,,8086970,"IDLER PULLEY, 10PK GROOVED PLASTIC",2634,,133434,,486932,,145.6,88.54,0,234.14,234.14,,,41781,9,41760,FM11,2014
244568,,16/05/2014,691188,SA,2,FM11 64T,,20804638,"SEALING STRIP, VALVE COVER",2115,,134236,,433511,,73.2,106.07,0,179.27,179.27,,,41781,9,41760,FM11,2014
7961204,,22/04/2014,93351,QLD,1,FM11 64T,,22022794,"OIL LEVEL SENSOR, OIL LEVEL & TEMP",2846,,134279,,417157,,234,226.9,0,460.9,460.9,,,41781,9,41760,FM11,2014
7961214,,23/04/2014,93351,QLD,2,FM11 64T,,21596441,"SOFTWARE, MAIN SOFTWARE",2840,,134302,,470701,,156,0,0,156,156,,,41781,9,41760,FM11,2014
7961214,,23/04/2014,93351,QLD,1,FM11 64T,,20562642,"POSITION SENSOR, POSITION SENSOR",4326,,134302,,470701,,707.2,1061.19,0,1768.39,1768.39,,,41781,9,41760,FM11,2014
2000576,,16/04/2014,880625,VIC,1,FM11 64T,,1674083,"PRESSURE CAP, (75KPA)",2613,,134928,,288851,,81.9,35.88,0,117.78,117.78,,,41781,9,41760,FM11,2014
7962107,,9/05/2014,70287,WA,1,FM11 64T,,20812484,"SEALING STRIP, OIL PAN",2172,,135038,,376860,,166.4,51.98,0,218.38,218.38,,,41781,9,41760,FM11,2014
7961924,,8/05/2014,93351,QLD,1,FM11 64T,,21422765,"BELT TENSIONER, 10K- D=74- L=95- T=43N.M",2634,,135483,,223579,,72.8,390.36,0,463.16,463.16,,,41781,9,41760,FM11,2014
