Repairing Dealer,Claim Registration Date,Total Labor Payment Local,Total Material Payment Local,Total Other Payment Local,Total Payment Local,Total_Payment
70287.0,,62.4,459.91,0.0,522.31,522.31
70287.0,,20.8,0.0,0.0,20.8,20.8
93351.0,,353.6,865.8,0.0,1219.4,1219.4
92767.0,,85.4,390.36,0.0,475.76,475.76
92197.0,,176.8,2025.75,0.0,2202.55,2202.55
552993.0,,313.2,38.74,0.0,351.94,351.94
552993.0,,21.6,174.92,0.0,196.52,196.52
552993.0,,32.4,174.92,0.0,207.32,207.32
92197.0,,145.6,198.95,0.0,344.55,344.55
93385.0,,854.1,1548.55,0.0,2402.65,2402.65
93385.0,,175.5,665.87,0.0,841.37,841.37
93385.0,,175.5,200.66,0.0,376.16,376.16
93351.0,,171.6,402.29,0.0,573.89,573.89
70287.0,,72.8,865.8,0.0,938.6,938.6
511728.0,,85.6,174.92,0.0,260.52,260.52
70287.0,,145.6,333.57,0.0,479.17,479.17
93385.0,,128.7,403.52,0.0,532.22,532.22
92767.0,,1842.2,1718.26,175.23,3735.69,3735.69
93385.0,,362.7,1399.44,0.0,1762.14,1762.14
92767.0,,117.0,909.26,0.0,1026.26,1026.26
93351.0,,93.6,2104.78,0.0,2198.38,2198.38
93351.0,,72.8,390.36,0.0,463.16,463.16
93351.0,,52.0,322.02,0.0,374.02,374.02
93351.0,,52.0,322.02,0.0,374.02,374.02
93351.0,,93.6,2158.56,0.0,2252.16,2252.16
93351.0,,93.6,174.92,0.0,268.52,268.52
93351.0,,93.6,322.02,0.0,415.62,415.62
92767.0,,222.3,698.13,0.0,920.43,920.43
92197.0,,31.2,322.02,0.0,353.22,353.22
92197.0,,31.2,201.44,0.0,232.64,232.64
93351.0,,93.6,2102.82,0.0,2196.42,2196.42
92197.0,,145.6,0.0,0.0,145.6,145.6
93351.0,,93.6,2102.82,0.0,2196.42,2196.42
93351.0,,0.0,1871.34,239.2,2110.54,2110.54
691188.0,,327.7,3275.53,0.0,3603.23,3603.23
691188.0,,203.4,7074.04,0.0,7277.44,7277.44
93351.0,,41.6,68.29,0.0,109.89,109.89
93351.0,,270.4,210.94,0.0,481.34,481.34
691188.0,,169.5,653.11,0.0,822.61,822.61
601571.0,,179.2,348.93,0.0,528.13,528.13
93385.0,,79.1,521.61,0.0,600.71,600.71
93385.0,,56.5,0.0,0.0,56.5,56.5
92197.0,,239.2,2474.07,0.0,2713.27,2713.27
92767.0,,128.7,478.9,0.0,607.6,607.6
93385.0,,282.5,1283.93,0.0,1566.43,1566.43
92767.0,,158.6,866.78,0.0,1025.38,1025.38
92767.0,,1333.8,10103.37,79.84,11517.01,11517.01
93351.0,,72.8,417.2,0.0,490.0,490.0
691188.0,,158.6,174.92,0.0,333.52,333.52
93351.0,,93.6,456.2,0.0,549.8,549.8
93351.0,,93.6,2102.82,0.0,2196.42,2196.42
93351.0,,72.8,349.83,0.0,422.63,422.63
92767.0,,61.0,0.0,0.0,61.0,61.0
691188.0,,207.4,383.99,0.0,591.39,591.39
93351.0,,1674.4,6030.42,0.0,7704.82,7704.82
93351.0,,20.8,35.88,0.0,56.68,56.68
93351.0,,20.8,143.66,0.0,164.46,164.46
93351.0,,124.8,417.83,0.0,542.63,542.63
93351.0,,156.0,862.61,0.0,1018.61,1018.61
93351.0,,72.8,390.36,0.0,463.16,463.16
93351.0,,405.6,695.53,0.0,1101.13,1101.13
601571.0,,192.0,348.93,0.0,540.93,540.93
93351.0,,0.0,89.76,52.0,141.76,141.76
93351.0,,52.0,154.73,0.0,206.73,206.73
93351.0,,52.0,154.73,0.0,206.73,206.73
93351.0,,1768.0,6216.36,60.0,8044.36,8044.36
691188.0,,170.8,216.79,0.0,387.59,387.59
93351.0,,114.4,314.4,0.0,428.8,428.8
92197.0,,72.8,200.66,0.0,273.46,273.46
92197.0,,156.0,5.07,0.0,161.07,161.07
93351.0,,0.0,174.92,116.75,291.67,291.67
93351.0,,104.0,174.03,0.0,278.03,278.03
93351.0,,114.4,15.8,0.0,130.2,130.2
600828.0,,79.2,66.27,0.0,145.47,145.47
600828.0,,198.0,244.09,0.0,442.09,442.09
691188.0,,158.6,626.66,0.0,785.26,785.26
691188.0,,183.0,174.92,147.1,505.02,505.02
691188.0,,0.0,0.0,307.66,307.66,307.66
93351.0,,52.0,174.92,0.0,226.92,226.92
691188.0,,353.8,59.28,0.0,413.08,413.08
93351.0,,41.6,355.41,0.0,397.01,397.01
70287.0,,104.0,200.66,0.0,304.66,304.66
92767.0,,0.0,616.2,257.4,873.6,873.6
92767.0,,219.6,95.16,874.42,1189.18,1189.18
93351.0,,395.2,246.67,0.0,641.87,641.87
93351.0,,208.0,154.73,0.0,362.73,362.73
93351.0,,72.8,390.36,0.0,463.16,463.16
691188.0,,109.8,2102.82,0.0,2212.62,2212.62
691188.0,,183.0,521.93,0.0,704.93,704.93
93351.0,,93.6,2102.82,0.0,2196.42,2196.42
691188.0,,109.8,174.92,0.0,284.72,284.72
93351.0,,93.6,2102.82,0.0,2196.42,2196.42
92197.0,,249.6,218.69,238.82,707.11,707.11
93351.0,,197.6,2102.82,0.0,2300.42,2300.42
691188.0,,134.2,120.21,0.0,254.41,254.41
93351.0,,-208.0,-154.73,0.0,-362.73,-362.73
93351.0,,72.8,390.36,0.0,463.16,463.16
93351.0,,249.6,208.48,0.0,458.08,458.08
92197.0,,0.0,672.85,145.6,818.45,818.45
600828.0,,237.6,120.21,0.0,357.81,357.81
600828.0,,66.0,46.28,0.0,112.28,112.28
600828.0,,79.2,108.6,0.0,187.8,187.8
788051.0,,67.2,390.36,0.0,457.56,457.56
92767.0,,0.0,0.0,282.9,282.9,282.9
552993.0,,334.8,47.0,0.0,381.8,381.8
92197.0,,249.6,127.84,100.0,477.44,477.44
92197.0,,26.0,89.76,0.0,115.76,115.76
92197.0,,145.6,442.3,0.0,587.9,587.9
691188.0,,134.2,2102.82,0.0,2237.02,2237.02
70287.0,,270.4,78.0,0.0,348.4,348.4
92767.0,,292.8,1347.15,0.0,1639.95,1639.95
92767.0,,195.2,284.43,0.0,479.63,479.63
92767.0,,73.2,390.36,0.0,463.56,463.56
93351.0,,104.0,349.83,0.0,453.83,453.83
93351.0,,176.8,78.0,0.0,254.8,254.8
93351.0,,52.0,153.95,0.0,205.95,205.95
93351.0,,208.0,174.91,433.13,816.04,816.04
93351.0,,93.6,1621.89,0.0,1715.49,1715.49
93351.0,,72.8,390.36,0.0,463.16,463.16
93351.0,,72.8,390.36,0.0,463.16,463.16
93351.0,,52.0,174.92,0.0,226.92,226.92
93351.0,,93.6,2104.78,0.0,2198.38,2198.38
93351.0,,72.8,390.36,0.0,463.16,463.16
600828.0,,1914.0,4477.73,0.0,6391.73,6391.73
93351.0,,301.6,120.21,64.0,485.81,485.81
93351.0,,1129.44,3861.53,0.0,4990.97,4990.97
93351.0,,0.0,390.36,168.0,558.36,558.36
93351.0,,20.8,174.92,0.0,195.72,195.72
93351.0,,52.0,174.92,0.0,226.92,226.92
92767.0,,73.2,390.36,0.0,463.56,463.56
762478.0,,9.9,31.74,0.0,41.64,41.64
92767.0,,475.8,111.76,470.0,1057.56,1057.56
93351.0,,72.8,390.36,0.0,463.16,463.16
93351.0,,93.6,2102.82,0.0,2196.42,2196.42
93351.0,,218.4,1419.77,0.0,1638.17,1638.17
92197.0,,156.0,193.69,0.0,349.69,349.69
92197.0,,31.2,200.66,0.0,231.86,231.86
92197.0,,52.0,200.66,0.0,252.66,252.66
691188.0,,0.0,129.21,0.0,129.21,129.21
93351.0,,72.8,390.36,0.0,463.16,463.16
691188.0,,122.0,174.92,0.0,296.92,296.92
92197.0,,72.8,865.8,0.0,938.6,938.6
92767.0,,24.4,35.88,0.0,60.28,60.28
70287.0,,93.6,200.66,0.0,294.26,294.26
93351.0,,322.4,1247.02,0.0,1569.42,1569.42
93351.0,,72.8,390.36,0.0,463.16,463.16
93351.0,,114.4,174.92,0.0,289.32,289.32
691188.0,,1220.0,452.83,0.0,1672.83,1672.83
691188.0,,1720.2,2155.87,0.0,3876.07,3876.07
93351.0,,41.6,68.29,0.0,109.89,109.89
93351.0,,72.8,417.2,0.0,490.0,490.0
691188.0,,1354.2,332.02,0.0,1686.22,1686.22
70287.0,,135.2,780.73,0.0,915.93,915.93
92767.0,,85.4,390.36,0.0,475.76,475.76
92767.0,,36.6,26.84,0.0,63.44,63.44
93351.0,,0.0,174.92,52.0,226.92,226.92
70287.0,,249.6,254.92,0.0,504.52,504.52
92197.0,,93.6,459.98,0.0,553.58,553.58
92197.0,,249.6,201.64,0.0,451.24,451.24
92197.0,,1653.6,7728.5,0.0,9382.1,9382.1
92197.0,,249.6,176.3,238.82,664.72,664.72
92197.0,,249.6,94.85,238.82,583.27,583.27
92197.0,,93.6,1860.18,0.0,1953.78,1953.78
93351.0,,52.0,349.83,0.0,401.83,401.83
691188.0,,353.8,144.81,0.0,498.61,498.61
691188.0,,292.8,2102.82,0.0,2395.62,2395.62
93385.0,,70.2,972.7,0.0,1042.9,1042.9
92197.0,,665.6,6743.81,0.0,7409.41,7409.41
70287.0,,228.8,867.75,0.0,1096.55,1096.55
93351.0,,114.4,481.25,0.0,595.65,595.65
691188.0,,1281.0,465.89,0.0,1746.89,1746.89
93351.0,,0.0,459.91,72.8,532.71,532.71
93351.0,,72.8,390.36,0.0,463.16,463.16
93351.0,,52.0,174.92,0.0,226.92,226.92
92767.0,,24.4,35.88,0.0,60.28,60.28
93385.0,,105.3,2104.78,0.0,2210.08,2210.08
93351.0,,228.8,91.91,0.0,320.71,320.71
93351.0,,52.0,174.92,0.0,226.92,226.92
92197.0,,62.4,200.66,0.0,263.06,263.06
92197.0,,72.8,200.66,0.0,273.46,273.46
92197.0,,1705.6,5846.22,0.0,7551.82,7551.82
93351.0,,52.0,244.09,0.0,296.09,296.09
93351.0,,52.0,174.92,0.0,226.92,226.92
93351.0,,228.8,174.92,0.0,403.72,403.72
92197.0,,582.4,2438.64,0.0,3021.04,3021.04
691188.0,,158.6,2102.82,0.0,2261.42,2261.42
691188.0,,207.4,349.83,0.0,557.23,557.23
691188.0,,280.6,1422.72,0.0,1703.32,1703.32
93351.0,,436.8,174.54,0.0,611.34,611.34
93351.0,,197.6,2102.82,0.0,2300.42,2300.42
93351.0,,52.0,117.77,0.0,169.77,169.77
93351.0,,52.0,154.73,0.0,206.73,206.73
93351.0,,93.6,174.92,0.0,268.52,268.52
93351.0,,41.6,60.41,0.0,102.01,102.01
93351.0,,166.4,2022.11,0.0,2188.51,2188.51
92197.0,,166.4,459.91,0.0,626.31,626.31
92197.0,,31.2,200.66,0.0,231.86,231.86
542457.0,,198.9,1564.62,0.0,1763.52,1763.52
691188.0,,183.0,174.92,0.0,357.92,357.92
93351.0,,52.0,174.92,0.0,226.92,226.92
93351.0,,72.8,390.36,0.0,463.16,463.16
70287.0,,166.4,96.2,0.0,262.6,262.6
93351.0,,104.0,0.0,0.0,104.0,104.0
93385.0,,1088.1,513.43,0.0,1601.53,1601.53
93385.0,,479.7,2991.68,0.0,3471.38,3471.38
93351.0,,624.0,2589.01,0.0,3213.01,3213.01
93351.0,,1112.8,45.96,0.0,1158.76,1158.76
93351.0,,0.0,120.21,0.0,120.21,120.21
93351.0,,93.6,174.92,0.0,268.52,268.52
93351.0,,821.6,3022.41,0.0,3844.01,3844.01
93351.0,,72.8,0.0,227.27,300.07,300.07
93351.0,,0.0,360.03,0.0,360.03,360.03
70287.0,,20.8,26.84,0.0,47.64,47.64
70287.0,,104.0,69.55,0.0,173.55,173.55
70287.0,,41.6,42.64,0.0,84.24,84.24
93351.0,,62.4,174.92,0.0,237.32,237.32
93351.0,,145.6,349.83,0.0,495.43,495.43
92197.0,,249.6,146.28,238.82,634.7,634.7
93351.0,,145.6,1082.74,0.0,1228.34,1228.34
70287.0,,104.0,69.55,0.0,173.55,173.55
92767.0,,341.6,155.1,360.0,856.7,856.7
92767.0,,73.2,106.07,0.0,179.27,179.27
92767.0,,24.4,35.88,0.0,60.28,60.28
92767.0,,122.0,118.18,0.0,240.18,240.18
92767.0,,219.6,163.1,0.0,382.7,382.7
93351.0,,0.0,174.92,228.8,403.72,403.72
93351.0,,72.8,390.36,0.0,463.16,463.16
542457.0,,631.8,102.27,0.0,734.07,734.07
93351.0,,72.8,521.61,0.0,594.41,594.41
691188.0,,85.4,27.5,0.0,112.9,112.9
93351.0,,52.0,309.46,0.0,361.46,361.46
92197.0,,800.8,3303.44,0.0,4104.24,4104.24
92767.0,,1110.2,567.11,0.0,1677.31,1677.31
93351.0,,72.8,417.2,0.0,490.0,490.0
93351.0,,93.6,1860.18,0.0,1953.78,1953.78
93351.0,,447.2,867.75,0.0,1314.95,1314.95
92197.0,,104.0,200.66,0.0,304.66,304.66
92197.0,,52.0,174.92,0.0,226.92,226.92
92197.0,,52.0,117.77,0.0,169.77,169.77
70287.0,,135.2,780.73,0.0,915.93,915.93
93385.0,,245.7,1424.92,0.0,1670.62,1670.62
70287.0,,62.4,26.84,0.0,89.24,89.24
70287.0,,72.8,42.64,0.0,115.44,115.44
92767.0,,122.0,200.66,0.0,322.66,322.66
92197.0,,166.4,459.91,0.0,626.31,626.31
92197.0,,145.6,459.84,0.0,605.44,605.44
691188.0,,207.4,418.68,0.0,626.08,626.08
480277.0,,114.4,174.92,0.0,289.32,289.32
93351.0,,93.6,2102.82,0.0,2196.42,2196.42
691188.0,,207.4,174.92,0.0,382.32,382.32
93351.0,,197.6,405.21,0.0,602.81,602.81
70287.0,,135.2,784.94,0.0,920.14,920.14
691188.0,,61.0,154.35,0.0,215.35,215.35
691188.0,,85.4,26.84,0.0,112.24,112.24
691188.0,,134.2,174.92,0.0,309.12,309.12
92767.0,,24.4,200.66,0.0,225.06,225.06
92767.0,,109.8,201.83,0.0,311.63,311.63
70287.0,,135.2,200.66,0.0,335.86,335.86
93385.0,,152.1,200.66,0.0,352.76,352.76
92197.0,,0.0,349.83,104.0,453.83,453.83
880625.0,,117.0,42.17,0.0,159.17,159.17
93351.0,,228.8,726.35,0.0,955.15,955.15
70287.0,,114.4,437.15,0.0,551.55,551.55
93351.0,,572.0,3306.89,0.0,3878.89,3878.89
93351.0,,93.6,2124.95,0.0,2218.55,2218.55
93351.0,,52.0,349.83,0.0,401.83,401.83
93351.0,,72.8,390.36,0.0,463.16,463.16
92197.0,,249.6,181.26,238.82,669.68,669.68
92197.0,,93.6,2102.82,0.0,2196.42,2196.42
92197.0,,62.4,106.07,0.0,168.47,168.47
93351.0,,93.6,865.8,0.0,959.4,959.4
766085.0,,52.0,865.8,0.0,917.8,917.8
93351.0,,72.8,780.73,0.0,853.53,853.53
93351.0,,72.8,390.36,0.0,463.16,463.16
93351.0,,52.0,244.09,0.0,296.09,296.09
93351.0,,62.4,174.92,0.0,237.32,237.32
93351.0,,62.4,174.92,0.0,237.32,237.32
691188.0,,170.8,515.62,0.0,686.42,686.42
93351.0,,104.0,200.66,0.0,304.66,304.66
93351.0,,104.0,201.64,0.0,305.64,305.64
691188.0,,1354.2,88.11,0.0,1442.31,1442.31
93351.0,,52.0,154.73,0.0,206.73,206.73
880625.0,,257.4,125.03,0.0,382.43,382.43
880625.0,,163.8,174.92,0.0,338.72,338.72
880625.0,,23.4,174.92,0.0,198.32,198.32
93351.0,,0.0,174.92,52.0,226.92,226.92
93351.0,,0.0,174.92,52.0,226.92,226.92
93351.0,,249.6,174.92,0.0,424.52,424.52
93351.0,,41.6,60.41,0.0,102.01,102.01
691188.0,,183.0,401.31,0.0,584.31,584.31
92197.0,,1653.6,3841.22,0.0,5494.82,5494.82
93351.0,,208.0,223.2,0.0,431.2,431.2
70287.0,,62.4,850.28,0.0,912.68,912.68
70287.0,,72.8,867.75,0.0,940.55,940.55
93351.0,,249.6,174.92,0.0,424.52,424.52
93351.0,,145.6,88.54,0.0,234.14,234.14
691188.0,,73.2,106.07,0.0,179.27,179.27
93351.0,,234.0,226.9,0.0,460.9,460.9
93351.0,,156.0,0.0,0.0,156.0,156.0
93351.0,,707.2,1061.19,0.0,1768.39,1768.39
880625.0,,81.9,35.88,0.0,117.78,117.78
70287.0,,166.4,51.98,0.0,218.38,218.38
93351.0,,72.8,390.36,0.0,463.16,463.16
92197.0,,104.0,349.83,0.0,453.83,453.83
93351.0,,145.6,1041.75,0.0,1187.35,1187.35
93351.0,,176.8,2022.11,0.0,2198.91,2198.91
880625.0,,175.5,613.77,0.0,789.27,789.27
92767.0,,219.6,616.14,0.0,835.74,835.74
70287.0,,322.4,1426.3,0.0,1748.7,1748.7
93351.0,,93.6,174.92,0.0,268.52,268.52
92197.0,,52.0,100.29,0.0,152.29,152.29
691188.0,,183.0,200.66,0.0,383.66,383.66
93351.0,,166.4,349.83,0.0,516.23,516.23
93351.0,,72.8,417.2,0.0,490.0,490.0
93351.0,,52.0,174.92,0.0,226.92,226.92
93351.0,,0.0,1073.1,0.0,1073.1,1073.1
93351.0,,72.8,152.69,0.0,225.49,225.49
93351.0,,52.0,113.37,0.0,165.37,165.37
93351.0,,93.6,2102.82,0.0,2196.42,2196.42
93351.0,,72.8,174.92,0.0,247.72,247.72
93351.0,,208.0,223.2,0.0,431.2,431.2
691188.0,,1232.2,347.52,0.0,1579.72,1579.72
93351.0,,72.8,780.73,0.0,853.53,853.53
93351.0,,135.2,780.73,0.0,915.93,915.93
691188.0,,341.6,233.89,0.0,575.49,575.49
93351.0,,145.6,780.73,0.0,926.33,926.33
93351.0,,114.4,223.2,0.0,337.6,337.6
93351.0,,41.6,163.1,0.0,204.7,204.7
691188.0,,158.6,174.92,0.0,333.52,333.52
691188.0,,61.0,174.92,0.0,235.92,235.92
601571.0,,0.0,35.88,0.0,35.88,35.88
601571.0,,198.0,139.7,0.0,337.7,337.7
601571.0,,26.4,142.23,0.0,168.63,168.63
601571.0,,158.4,13.05,0.0,171.45,171.45
93385.0,,725.4,5196.53,0.0,5921.93,5921.93
93385.0,,760.5,347.61,0.0,1108.11,1108.11
93351.0,,52.0,200.66,0.0,252.66,252.66
93351.0,,260.0,1419.77,0.0,1679.77,1679.77
93351.0,,93.6,174.92,0.0,268.52,268.52
93351.0,,343.2,242.95,0.0,586.15,586.15
93385.0,,-760.5,-347.61,0.0,-1108.11,-1108.11
92197.0,,176.8,2022.11,0.0,2198.91,2198.91
93385.0,,23.4,60.41,0.0,83.81,83.81
92197.0,,145.6,522.31,0.0,667.91,667.91
93351.0,,665.6,2484.65,0.0,3150.25,3150.25
93351.0,,166.4,459.91,0.0,626.31,626.31
691188.0,,109.8,349.83,0.0,459.63,459.63
691188.0,,73.2,106.07,0.0,179.27,179.27
691188.0,,183.0,174.92,0.0,357.92,357.92
93385.0,,1088.1,347.61,0.0,1435.71,1435.71
70287.0,,135.2,174.92,0.0,310.12,310.12
93351.0,,156.0,174.03,0.0,330.03,330.03
93351.0,,176.8,131.25,0.0,308.05,308.05
92197.0,,249.6,141.32,238.82,629.74,629.74
542457.0,,222.3,438.2,0.0,660.5,660.5
542457.0,,269.1,865.8,0.0,1134.9,1134.9
691188.0,,1329.8,361.43,0.0,1691.23,1691.23
93351.0,,52.0,174.92,0.0,226.92,226.92
93385.0,,93.6,526.47,0.0,620.07,620.07
601571.0,,92.4,390.36,0.0,482.76,482.76
601571.0,,105.6,0.0,0.0,105.6,105.6
92197.0,,249.6,180.37,249.64,679.61,679.61
93351.0,,176.8,2026.36,0.0,2203.16,2203.16
93351.0,,20.8,174.92,0.0,195.72,195.72
631891.0,,119.6,2102.82,0.0,2222.42,2222.42
92197.0,,249.6,167.01,249.64,666.25,666.25
92197.0,,52.0,25.54,0.0,77.54,77.54
93351.0,,52.0,174.92,0.0,226.92,226.92
79129.0,,99.0,459.91,0.0,558.91,558.91
542457.0,,198.9,438.2,0.0,637.1,637.1
691188.0,,158.6,2127.57,0.0,2286.17,2286.17
691188.0,,146.4,174.92,0.0,321.32,321.32
691188.0,,24.4,35.88,0.0,60.28,60.28
631891.0,,1573.2,423.89,0.0,1997.09,1997.09
691188.0,,366.0,174.92,0.0,540.92,540.92
92197.0,,249.6,3204.5,0.0,3454.1,3454.1
92197.0,,114.4,461.8,0.0,576.2,576.2
691188.0,,366.0,269.65,0.0,635.65,635.65
92767.0,,158.6,202.61,0.0,361.21,361.21
601571.0,,39.6,390.36,0.0,429.96,429.96
601571.0,,66.0,174.92,0.0,240.92,240.92
92197.0,,0.0,174.92,365.0,539.92,539.92
93385.0,,81.9,417.2,0.0,499.1,499.1
92767.0,,146.4,625.27,0.0,771.67,771.67
70287.0,,187.2,200.66,0.0,387.86,387.86
93385.0,,175.5,691.19,0.0,866.69,866.69
93385.0,,222.3,212.32,0.0,434.62,434.62
93351.0,,0.0,780.73,72.8,853.53,853.53
92767.0,,183.0,581.04,0.0,764.04,764.04
691188.0,,341.6,887.11,0.0,1228.71,1228.71
691188.0,,134.2,459.91,0.0,594.11,594.11
93351.0,,416.0,2346.19,0.0,2762.19,2762.19
93351.0,,228.8,673.4,0.0,902.2,902.2
93351.0,,249.6,1384.52,0.0,1634.12,1634.12
93385.0,,339.3,66.13,0.0,405.43,405.43
93385.0,,58.5,3.64,0.0,62.14,62.14
70287.0,,104.0,284.43,0.0,388.43,388.43
93351.0,,104.0,714.39,0.0,818.39,818.39
93351.0,,0.0,2022.11,0.0,2022.11,2022.11
93351.0,,0.0,3497.6,0.0,3497.6,3497.6
93351.0,,208.0,223.2,0.0,431.2,431.2
93351.0,,104.0,174.03,0.0,278.03,278.03
631891.0,,92.0,349.83,0.0,441.83,441.83
92197.0,,260.0,224.33,0.0,484.33,484.33
92197.0,,93.6,225.34,0.0,318.94,318.94
93351.0,,104.0,349.83,0.0,453.83,453.83
70287.0,,135.2,200.66,0.0,335.86,335.86
92197.0,,249.6,127.84,249.64,627.08,627.08
70287.0,,176.8,2056.52,0.0,2233.32,2233.32
70287.0,,156.0,401.31,0.0,557.31,557.31
631891.0,,55.2,174.92,0.0,230.12,230.12
93351.0,,72.8,390.36,0.0,463.16,463.16
93351.0,,52.0,174.92,0.0,226.92,226.92
93351.0,,260.0,120.21,60.0,440.21,440.21
93351.0,,208.0,223.2,0.0,431.2,431.2
93351.0,,93.6,1866.9,0.0,1960.5,1960.5
93351.0,,72.8,390.36,0.0,463.16,463.16
93351.0,,93.6,349.83,0.0,443.43,443.43
93351.0,,208.0,174.92,0.0,382.92,382.92
93351.0,,176.8,2022.11,0.0,2198.91,2198.91
93351.0,,93.6,174.92,0.0,268.52,268.52
93351.0,,52.0,244.09,0.0,296.09,296.09
93351.0,,52.0,174.92,0.0,226.92,226.92
70287.0,,322.4,2082.89,0.0,2405.29,2405.29
93351.0,,197.6,673.4,0.0,871.0,871.0
93351.0,,176.8,174.03,0.0,350.83,350.83
93351.0,,72.8,390.36,0.0,463.16,463.16
92197.0,,218.4,1450.35,0.0,1668.75,1668.75
93351.0,,145.6,349.83,0.0,495.43,495.43
93351.0,,260.0,244.91,0.0,504.91,504.91
691188.0,,73.2,106.07,0.0,179.27,179.27
92197.0,,197.6,177.5,0.0,375.1,375.1
92197.0,,52.0,200.66,0.0,252.66,252.66
92197.0,,312.0,285.64,0.0,597.64,597.64
92197.0,,353.6,393.43,0.0,747.03,747.03
93351.0,,187.2,200.71,0.0,387.91,387.91
93351.0,,20.8,174.92,0.0,195.72,195.72
480277.0,,0.0,2197.03,197.6,2394.63,2394.63
691188.0,,366.0,223.2,0.0,589.2,589.2
691188.0,,48.8,65.68,0.0,114.48,114.48
92197.0,,62.4,390.36,0.0,452.76,452.76
92197.0,,31.2,26.84,0.0,58.04,58.04
601571.0,,92.4,79.33,0.0,171.73,171.73
601571.0,,79.2,390.36,0.0,469.56,469.56
601571.0,,92.4,417.2,0.0,509.6,509.6
92197.0,,1112.8,903.0,0.0,2015.8,2015.8
92197.0,,1716.0,8081.04,0.0,9797.04,9797.04
93351.0,,62.4,174.92,0.0,237.32,237.32
542457.0,,152.1,780.72,0.0,932.82,932.82
93351.0,,0.0,300.28,0.0,300.28,300.28
880625.0,,1418.04,7856.2,0.0,9274.24,9274.24
93351.0,,353.6,673.4,0.0,1027.0,1027.0
691188.0,,73.2,109.71,0.0,182.91,182.91
691188.0,,1366.4,331.83,0.0,1698.23,1698.23
691188.0,,158.6,463.45,0.0,622.05,622.05
691188.0,,85.4,452.06,0.0,537.46,537.46
691188.0,,207.4,459.91,0.0,667.31,667.31
70287.0,,93.6,201.64,0.0,295.24,295.24
92767.0,,427.0,2876.38,0.0,3303.38,3303.38
70287.0,,0.0,673.4,115.5,788.9,788.9
92197.0,,0.0,919.04,375.0,1294.04,1294.04
70287.0,,62.4,392.31,0.0,454.71,454.71
70287.0,,104.0,69.55,0.0,173.55,173.55
93351.0,,1123.2,158.52,0.0,1281.72,1281.72
691188.0,,256.2,459.83,0.0,716.03,716.03
630205.0,,585.0,3361.13,0.0,3946.13,3946.13
766085.0,,145.6,850.28,0.0,995.88,995.88
93351.0,,93.6,154.73,0.0,248.33,248.33
93351.0,,0.0,154.73,52.0,206.73,206.73
631891.0,,297.0,3216.16,0.0,3513.16,3513.16
542457.0,,0.0,59.24,0.0,59.24,59.24
788051.0,,-236.6,-3455.93,0.0,-3692.53,-3692.53
92197.0,,436.8,2544.49,0.0,2981.29,2981.29
691188.0,,170.8,325.89,0.0,496.69,496.69
691188.0,,0.0,34.16,0.0,34.16,34.16
93385.0,,79.1,353.91,0.0,433.01,433.01
93351.0,,0.0,0.0,282.9,282.9,282.9
93351.0,,0.0,394.9,120.0,514.9,514.9
93385.0,,255.38,2636.23,80.0,2971.61,2971.61
93351.0,,187.2,120.21,0.0,307.41,307.41
93351.0,,0.0,397.2,120.0,517.2,517.2
542457.0,,152.1,865.8,0.0,1017.9,1017.9
691188.0,,0.0,0.0,282.9,282.9,282.9
691188.0,,0.0,0.0,282.9,282.9,282.9
600828.0,,0.0,0.0,282.9,282.9,282.9
691188.0,,158.6,611.88,0.0,770.48,770.48
511728.0,,117.7,174.92,0.0,292.62,292.62
600828.0,,92.4,390.36,0.0,482.76,482.76
92767.0,,0.0,0.0,282.9,282.9,282.9
629287.0,,462.5,1283.0,0.0,1745.5,1745.5
600828.0,,0.0,26.84,0.0,26.84,26.84
542457.0,,362.7,1099.87,0.0,1462.57,1462.57
93385.0,,152.1,174.92,0.0,327.02,327.02
542457.0,,152.1,163.1,0.0,315.2,315.2
93351.0,,145.6,424.56,0.0,570.16,570.16
691188.0,,109.8,2102.82,0.0,2212.62,2212.62
691188.0,,183.0,611.88,0.0,794.88,794.88
691188.0,,183.0,258.27,0.0,441.27,441.27
691188.0,,256.2,1419.77,0.0,1675.97,1675.97
93351.0,,197.6,196.82,0.0,394.42,394.42
880625.0,,210.6,174.92,0.0,385.52,385.52
880625.0,,23.4,174.92,0.0,198.32,198.32
92767.0,,280.6,284.43,0.0,565.03,565.03
92767.0,,183.0,866.78,0.0,1049.78,1049.78
92767.0,,158.6,868.73,0.0,1027.33,1027.33
92767.0,,158.6,200.66,0.0,359.26,359.26
92767.0,,24.4,201.83,0.0,226.23,226.23
600828.0,,1650.0,28031.6,0.0,29681.6,29681.6
600828.0,,237.6,120.21,0.0,357.81,357.81
600828.0,,0.0,463.25,0.0,463.25,463.25
691188.0,,366.0,223.2,0.0,589.2,589.2
600828.0,,79.2,26.84,0.0,106.04,106.04
600828.0,,0.0,274.97,0.0,274.97,274.97
691188.0,,244.0,152.69,0.0,396.69,396.69
880625.0,,210.6,174.92,0.0,385.52,385.52
880625.0,,23.4,174.92,0.0,198.32,198.32
93351.0,,686.4,1061.19,0.0,1747.59,1747.59
691188.0,,170.8,302.04,0.0,472.84,472.84
880625.0,,339.3,49.31,0.0,388.61,388.61
93351.0,,1227.2,392.87,0.0,1620.07,1620.07
93385.0,,128.7,399.47,0.0,528.17,528.17
